"id";"origination_date";"balance";"product";"region";"repayment_date"
501;"2012-04-05";9228;"Super Loan";"West";"2012-10-05"
502;"2012-01-16";5117;"Giga Loan";"North";"2012-11-17"
503;"2012-12-24";5544;"Giga Loan";"East";""
504;"2012-01-03";2453;"Super Loan";"North";""
505;"2012-07-08";1586;"Mega Loan";"South";"2012-09-07"
506;"2012-06-18";6123;"Giga Loan";"East";""
507;"2012-09-05";4078;"Giga Loan";"North";"2012-12-12"
508;"2012-12-31";3716;"Giga Loan";"West";""
509;"2012-11-30";4251;"Super Loan";"North";""
510;"2012-04-03";6964;"Giga Loan";"North";""
511;"2012-02-08";3226;"Super Loan";"North";"2012-08-22"
512;"2012-08-26";5474;"Giga Loan";"North";""
513;"2012-09-14";9276;"Super Loan";"South";""
514;"2012-06-21";8680;"Mega Loan";"East";""
515;"2012-10-20";1783;"Giga Loan";"South";""
516;"2012-10-14";3139;"Giga Loan";"North";""
517;"2012-05-27";1764;"Mega Loan";"West";""
518;"2012-12-07";2980;"Super Loan";"North";""
519;"2012-04-12";1322;"Super Loan";"North";"2012-12-14"
520;"2012-08-23";2901;"Mega Loan";"East";""
521;"2012-04-14";1094;"Giga Loan";"South";""
522;"2012-12-13";5843;"Mega Loan";"South";""
523;"2012-12-10";8077;"Giga Loan";"East";""
524;"2012-10-20";7453;"Super Loan";"South";""
525;"2012-04-02";9259;"Mega Loan";"North";""
526;"2012-02-26";8125;"Super Loan";"East";"2012-06-14"
527;"2012-08-27";5063;"Super Loan";"East";""
528;"2012-07-17";8352;"Mega Loan";"West";""
529;"2012-06-26";2016;"Mega Loan";"South";""
530;"2012-06-10";4280;"Super Loan";"West";"2012-08-07"
531;"2012-09-27";9967;"Giga Loan";"West";""
532;"2012-05-06";1243;"Mega Loan";"South";""
533;"2012-01-20";8398;"Super Loan";"North";""
534;"2012-07-10";5510;"Super Loan";"South";""
535;"2012-03-19";2696;"Giga Loan";"North";""
536;"2012-02-16";8984;"Super Loan";"North";""
537;"2012-04-09";1633;"Mega Loan";"North";""
538;"2012-06-17";5775;"Mega Loan";"East";""
539;"2012-01-11";2700;"Giga Loan";"East";"2012-04-11"
540;"2012-01-25";4884;"Giga Loan";"South";"2012-04-28"
541;"2012-04-25";2738;"Super Loan";"West";""
542;"2012-08-18";4926;"Mega Loan";"South";""
543;"2012-01-09";9359;"Super Loan";"West";""
544;"2012-04-29";2014;"Super Loan";"South";""
545;"2012-03-09";3605;"Super Loan";"North";""
546;"2012-10-16";1141;"Mega Loan";"South";"2012-12-25"
547;"2012-12-27";4153;"Super Loan";"North";""
548;"2012-01-24";4370;"Giga Loan";"East";""
549;"2012-05-31";3122;"Giga Loan";"North";""
550;"2012-05-16";4475;"Super Loan";"South";""
551;"2012-09-30";6272;"Super Loan";"North";""
552;"2012-02-14";3216;"Mega Loan";"North";""
553;"2012-07-29";9318;"Super Loan";"East";""
554;"2012-03-23";4349;"Mega Loan";"South";""
555;"2012-11-02";9670;"Giga Loan";"West";""
556;"2012-11-15";8577;"Giga Loan";"West";""
557;"2012-07-04";2474;"Mega Loan";"East";"2012-10-02"
558;"2012-02-13";4732;"Giga Loan";"South";""
559;"2012-09-03";6928;"Super Loan";"North";""
560;"2012-01-12";3490;"Giga Loan";"North";"2012-11-11"
561;"2012-03-15";8013;"Mega Loan";"South";"2012-11-09"
562;"2012-10-12";6895;"Super Loan";"East";""
563;"2012-12-15";3733;"Super Loan";"North";"2012-12-29"
564;"2012-03-26";6410;"Giga Loan";"North";"2012-07-07"
565;"2012-06-04";2404;"Mega Loan";"North";"2012-10-09"
566;"2012-12-28";5430;"Super Loan";"South";""
567;"2012-02-07";5394;"Giga Loan";"South";""
568;"2012-03-09";3038;"Super Loan";"East";"2012-09-25"
569;"2012-09-09";1204;"Giga Loan";"East";"2012-10-25"
570;"2012-04-09";7094;"Mega Loan";"East";"2012-08-27"
571;"2012-09-12";6922;"Giga Loan";"North";""
572;"2012-09-04";2943;"Mega Loan";"East";""
573;"2012-08-24";2020;"Giga Loan";"North";""
574;"2012-09-23";6281;"Super Loan";"East";""
575;"2012-03-26";3957;"Super Loan";"East";""
576;"2012-03-06";4626;"Mega Loan";"South";"2012-07-14"
577;"2012-07-30";6422;"Mega Loan";"East";""
578;"2012-08-16";7110;"Super Loan";"South";"2012-10-28"
579;"2012-10-19";7997;"Mega Loan";"East";""
580;"2012-11-24";8545;"Giga Loan";"West";""
581;"2012-06-17";1585;"Super Loan";"East";"2012-12-09"
582;"2012-05-24";4268;"Super Loan";"South";""
583;"2012-12-31";1761;"Giga Loan";"North";""
584;"2012-03-26";9904;"Super Loan";"North";""
585;"2012-12-27";7618;"Mega Loan";"South";""
586;"2012-03-20";1430;"Super Loan";"East";"2012-10-02"
587;"2012-08-24";8480;"Super Loan";"North";""
588;"2012-11-21";9092;"Giga Loan";"North";""
589;"2012-09-06";5163;"Super Loan";"North";""
590;"2012-08-11";5408;"Mega Loan";"East";"2012-12-19"
591;"2012-05-16";2581;"Giga Loan";"South";"2012-11-13"
592;"2012-05-06";3176;"Super Loan";"North";"2012-12-19"
593;"2012-09-29";2302;"Mega Loan";"North";""
594;"2012-06-23";5314;"Giga Loan";"North";""
595;"2012-10-28";8586;"Giga Loan";"South";""
596;"2012-10-07";3707;"Super Loan";"East";""
597;"2012-04-05";9745;"Mega Loan";"West";""
598;"2012-11-02";3979;"Giga Loan";"East";""
599;"2012-09-26";5745;"Super Loan";"West";""
600;"2012-12-13";9950;"Super Loan";"East";""
601;"2012-07-27";1073;"Super Loan";"West";"2012-08-21"
602;"2012-05-30";2667;"Super Loan";"East";""
603;"2012-01-21";2892;"Super Loan";"North";""
604;"2012-07-04";2094;"Super Loan";"East";""
605;"2012-11-29";7948;"Giga Loan";"North";""
606;"2012-08-24";5850;"Giga Loan";"South";"2012-09-29"
607;"2012-11-26";5720;"Super Loan";"East";""
608;"2012-03-25";4370;"Mega Loan";"South";"2012-09-23"
609;"2012-12-16";2960;"Super Loan";"East";""
610;"2012-03-11";3717;"Super Loan";"West";"2012-10-27"
611;"2012-01-30";2915;"Giga Loan";"West";"2012-12-17"
612;"2012-01-23";3545;"Giga Loan";"North";"2012-05-18"
613;"2012-02-11";6985;"Super Loan";"South";"2012-11-29"
614;"2012-08-07";3676;"Mega Loan";"North";""
615;"2012-12-20";3448;"Mega Loan";"East";""
616;"2012-07-27";4603;"Mega Loan";"East";""
617;"2012-09-17";4107;"Giga Loan";"South";""
618;"2012-10-02";1928;"Super Loan";"West";"2012-12-10"
619;"2012-04-11";3694;"Super Loan";"West";""
620;"2012-07-02";8271;"Mega Loan";"North";"2012-08-05"
621;"2012-05-16";6336;"Super Loan";"South";""
622;"2012-06-21";5275;"Giga Loan";"West";""
623;"2012-02-20";1446;"Mega Loan";"East";"2012-09-27"
624;"2012-12-04";7639;"Super Loan";"West";""
625;"2012-05-28";9590;"Mega Loan";"North";""
626;"2012-11-14";9032;"Super Loan";"North";""
627;"2012-01-27";1346;"Giga Loan";"East";"2012-12-08"
628;"2012-10-27";9335;"Super Loan";"North";""
629;"2012-10-30";3011;"Giga Loan";"West";""
630;"2012-01-12";6091;"Super Loan";"South";"2012-10-20"
631;"2012-12-18";9284;"Mega Loan";"West";""
632;"2012-05-02";3085;"Giga Loan";"North";""
633;"2012-07-30";7759;"Giga Loan";"East";""
634;"2012-06-09";2175;"Mega Loan";"East";"2012-12-01"
635;"2012-05-05";4179;"Super Loan";"West";"2012-12-16"
636;"2012-01-16";5707;"Mega Loan";"South";"2012-09-22"
637;"2012-02-01";7026;"Mega Loan";"North";""
638;"2012-12-28";8899;"Giga Loan";"East";""
639;"2012-03-18";9077;"Mega Loan";"South";"2012-12-07"
640;"2012-04-23";8986;"Super Loan";"West";"2012-09-24"
641;"2012-01-12";2616;"Giga Loan";"East";""
642;"2012-02-05";1991;"Giga Loan";"South";""
643;"2012-02-11";2530;"Mega Loan";"North";"2012-12-03"
644;"2012-04-14";8601;"Mega Loan";"East";""
645;"2012-05-01";4668;"Giga Loan";"North";""
646;"2012-09-27";4979;"Giga Loan";"West";""
647;"2012-11-30";3204;"Mega Loan";"North";""
648;"2012-12-19";7775;"Giga Loan";"North";""
649;"2012-02-28";5907;"Mega Loan";"North";"2012-07-01"
650;"2012-05-06";5898;"Mega Loan";"East";""
651;"2012-05-05";6046;"Giga Loan";"East";""
652;"2012-03-19";2243;"Mega Loan";"West";""
653;"2012-11-23";1173;"Mega Loan";"East";""
654;"2012-08-22";6492;"Super Loan";"West";""
655;"2012-02-13";8883;"Super Loan";"North";"2012-12-15"
656;"2012-09-18";9763;"Giga Loan";"South";""
657;"2012-02-17";5524;"Giga Loan";"East";"2012-10-31"
658;"2012-03-31";9229;"Giga Loan";"West";""
659;"2012-09-20";9097;"Super Loan";"North";""
660;"2012-03-06";7535;"Mega Loan";"South";""
661;"2012-11-04";5320;"Super Loan";"West";""
662;"2012-05-06";8381;"Mega Loan";"East";"2012-11-02"
663;"2012-12-27";9621;"Super Loan";"West";""
664;"2012-03-31";3079;"Mega Loan";"East";""
665;"2012-09-18";9556;"Super Loan";"West";""
666;"2012-08-23";3799;"Giga Loan";"West";""
667;"2012-12-21";7786;"Super Loan";"East";""
668;"2012-06-24";6581;"Super Loan";"East";""
669;"2012-01-23";2698;"Giga Loan";"South";""
670;"2012-12-19";6862;"Giga Loan";"East";""
671;"2012-01-26";5567;"Mega Loan";"East";"2012-09-14"
672;"2012-04-27";4314;"Giga Loan";"East";""
673;"2012-06-28";7854;"Mega Loan";"East";"2012-10-11"
674;"2012-06-07";7098;"Giga Loan";"South";""
675;"2012-02-04";2915;"Mega Loan";"West";"2012-08-24"
676;"2012-04-05";2521;"Giga Loan";"South";"2012-12-13"
677;"2012-07-11";2076;"Giga Loan";"West";""
678;"2012-09-08";5119;"Giga Loan";"East";""
679;"2012-11-28";9297;"Mega Loan";"West";""
680;"2012-08-27";6983;"Giga Loan";"North";"2012-11-13"
681;"2012-07-09";1016;"Giga Loan";"West";""
682;"2012-09-04";5342;"Super Loan";"South";"2012-11-01"
683;"2012-02-26";8227;"Mega Loan";"East";"2012-04-13"
684;"2012-05-11";1190;"Super Loan";"South";""
685;"2012-04-09";1834;"Super Loan";"West";"2012-07-04"
686;"2012-05-21";7109;"Giga Loan";"South";""
687;"2012-01-03";9953;"Mega Loan";"South";"2012-09-14"
688;"2012-07-13";6358;"Mega Loan";"East";""
689;"2012-04-08";6338;"Giga Loan";"West";"2012-12-21"
690;"2012-09-13";9050;"Mega Loan";"North";""
691;"2012-07-27";3893;"Mega Loan";"East";""
692;"2012-04-17";1658;"Super Loan";"West";"2012-05-11"
693;"2012-07-23";7430;"Mega Loan";"South";"2012-12-28"
694;"2012-08-09";3513;"Super Loan";"East";"2012-10-15"
695;"2012-11-29";3737;"Super Loan";"South";""
696;"2012-02-03";6986;"Mega Loan";"West";"2012-06-25"
697;"2012-07-22";6312;"Giga Loan";"South";""
698;"2012-12-04";1522;"Super Loan";"North";""
699;"2012-12-02";3567;"Mega Loan";"East";""
700;"2012-12-02";8011;"Giga Loan";"East";"2012-12-07"
701;"2012-08-09";7385;"Giga Loan";"West";""
702;"2012-07-12";8135;"Mega Loan";"West";""
703;"2012-01-03";2324;"Giga Loan";"West";""
704;"2012-02-07";5238;"Mega Loan";"East";""
705;"2012-01-08";5232;"Super Loan";"West";""
706;"2012-08-18";4240;"Mega Loan";"North";""
707;"2012-10-04";6760;"Mega Loan";"East";""
708;"2012-09-06";6308;"Giga Loan";"North";""
709;"2012-11-25";8359;"Giga Loan";"West";""
710;"2012-10-14";6056;"Giga Loan";"South";""
711;"2012-07-18";3291;"Mega Loan";"East";"2012-12-11"
712;"2012-03-30";8376;"Super Loan";"North";""
713;"2012-08-22";1398;"Mega Loan";"East";""
714;"2012-10-23";1518;"Super Loan";"North";""
715;"2012-06-12";8566;"Mega Loan";"West";"2012-11-06"
716;"2012-10-01";2232;"Giga Loan";"East";""
717;"2012-01-12";7627;"Super Loan";"North";"2012-04-19"
718;"2012-08-28";8519;"Giga Loan";"South";""
719;"2012-05-03";7590;"Giga Loan";"North";""
720;"2012-04-22";3965;"Mega Loan";"North";""
721;"2012-07-22";7569;"Giga Loan";"West";""
722;"2012-12-10";1482;"Mega Loan";"South";""
723;"2012-11-09";4623;"Super Loan";"North";""
724;"2012-08-19";4999;"Giga Loan";"West";""
725;"2012-11-28";3996;"Giga Loan";"North";""
726;"2012-07-27";7360;"Mega Loan";"West";""
727;"2012-04-16";1985;"Mega Loan";"West";"2012-11-12"
728;"2012-07-21";9309;"Giga Loan";"North";""
729;"2012-12-23";7883;"Super Loan";"East";""
730;"2012-06-28";4553;"Mega Loan";"South";""
731;"2012-02-03";7319;"Mega Loan";"West";"2012-04-22"
732;"2012-06-22";5267;"Giga Loan";"South";""
733;"2012-07-08";2687;"Mega Loan";"West";""
734;"2012-02-27";8644;"Super Loan";"West";""
735;"2012-11-20";9505;"Mega Loan";"North";""
736;"2012-03-16";6919;"Super Loan";"West";""
737;"2012-05-25";2883;"Super Loan";"East";""
738;"2012-10-03";6264;"Giga Loan";"South";""
739;"2012-10-08";3227;"Mega Loan";"North";""
740;"2012-01-05";1242;"Giga Loan";"South";"2012-09-05"
741;"2012-10-20";2320;"Mega Loan";"South";""
742;"2012-02-17";5519;"Giga Loan";"West";""
743;"2012-05-22";8619;"Super Loan";"West";"2012-10-21"
744;"2012-01-09";2718;"Mega Loan";"North";"2012-05-18"
745;"2012-01-17";6037;"Super Loan";"East";"2012-07-13"
746;"2012-10-15";7185;"Super Loan";"West";""
747;"2012-10-01";3951;"Giga Loan";"South";""
748;"2012-04-02";3664;"Super Loan";"South";""
749;"2012-05-23";5703;"Super Loan";"South";""
750;"2012-02-14";1540;"Super Loan";"West";"2012-05-12"
751;"2012-11-13";6629;"Giga Loan";"West";""
752;"2012-09-19";3272;"Super Loan";"West";""
753;"2012-06-20";2023;"Mega Loan";"South";"2012-09-20"
754;"2012-07-08";1252;"Mega Loan";"East";""
755;"2012-11-10";7272;"Super Loan";"West";""
756;"2012-11-28";5020;"Mega Loan";"North";""
757;"2012-02-09";7612;"Giga Loan";"South";""
758;"2012-10-02";8257;"Giga Loan";"North";""
759;"2012-09-20";4328;"Super Loan";"East";""
760;"2012-11-10";5494;"Giga Loan";"North";""
761;"2012-04-14";2809;"Mega Loan";"West";""
762;"2012-11-22";1647;"Giga Loan";"East";""
763;"2012-11-27";9761;"Super Loan";"West";""
764;"2012-04-21";4497;"Super Loan";"West";""
765;"2012-07-20";9291;"Giga Loan";"South";"2012-09-27"
766;"2012-07-28";9266;"Mega Loan";"East";"2012-10-01"
767;"2012-09-28";1416;"Super Loan";"North";""
768;"2012-09-05";2174;"Giga Loan";"East";""
769;"2012-10-05";5529;"Super Loan";"East";""
770;"2012-06-11";3643;"Giga Loan";"South";""
771;"2012-09-21";2417;"Giga Loan";"North";""
772;"2012-04-13";6850;"Mega Loan";"North";""
773;"2012-05-22";8163;"Mega Loan";"West";""
774;"2012-04-27";1035;"Super Loan";"North";""
775;"2012-10-22";8569;"Mega Loan";"East";"2012-11-03"
776;"2012-11-13";4199;"Super Loan";"East";""
777;"2012-10-28";7221;"Mega Loan";"East";""
778;"2012-02-17";2519;"Mega Loan";"East";""
779;"2012-11-26";6863;"Super Loan";"North";""
780;"2012-01-10";2924;"Super Loan";"North";"2012-06-19"
781;"2012-11-06";3060;"Super Loan";"East";""
782;"2012-11-13";3492;"Giga Loan";"East";""
783;"2012-11-18";5196;"Giga Loan";"East";""
784;"2012-10-19";4083;"Mega Loan";"East";""
785;"2012-09-28";3744;"Giga Loan";"North";""
786;"2012-04-07";2467;"Mega Loan";"East";""
787;"2012-08-04";8104;"Super Loan";"South";""
788;"2012-04-15";1356;"Super Loan";"West";"2012-12-26"
789;"2012-07-31";9725;"Super Loan";"West";""
790;"2012-02-01";2431;"Giga Loan";"East";""
791;"2012-10-13";5850;"Mega Loan";"East";""
792;"2012-06-25";2534;"Mega Loan";"North";"2012-10-17"
793;"2012-09-17";3078;"Super Loan";"West";""
794;"2012-05-02";5611;"Mega Loan";"South";"2012-09-28"
795;"2012-01-15";6031;"Mega Loan";"East";"2012-05-20"
796;"2012-01-25";2369;"Super Loan";"West";"2012-11-23"
797;"2012-12-14";4876;"Giga Loan";"North";""
798;"2012-06-24";6448;"Super Loan";"South";"2012-11-30"
799;"2012-06-25";3543;"Super Loan";"South";""
800;"2012-06-24";9406;"Giga Loan";"West";""
801;"2012-07-08";9092;"Giga Loan";"South";""
802;"2012-09-07";4961;"Super Loan";"West";""
803;"2012-04-15";6256;"Super Loan";"East";""
804;"2012-02-02";7254;"Mega Loan";"South";"2012-11-17"
805;"2012-07-30";4996;"Giga Loan";"East";""
806;"2012-04-04";4824;"Giga Loan";"North";""
807;"2012-02-15";1452;"Super Loan";"East";""
808;"2012-12-19";2216;"Super Loan";"West";""
809;"2012-05-07";6343;"Super Loan";"South";"2012-07-17"
810;"2012-06-12";7316;"Giga Loan";"West";"2012-08-28"
811;"2012-08-28";4140;"Giga Loan";"East";"2012-10-31"
812;"2012-04-09";8403;"Super Loan";"East";"2012-09-18"
813;"2012-06-11";9809;"Mega Loan";"East";"2012-11-10"
814;"2012-06-11";8337;"Giga Loan";"West";"2012-12-16"
815;"2012-01-11";2486;"Mega Loan";"West";"2012-12-03"
816;"2012-02-23";3552;"Mega Loan";"South";""
817;"2012-08-30";9805;"Mega Loan";"South";""
818;"2012-08-26";9590;"Super Loan";"South";"2012-12-25"
819;"2012-10-19";3908;"Super Loan";"West";""
820;"2012-10-25";9529;"Super Loan";"South";""
821;"2012-11-28";2020;"Super Loan";"North";""
822;"2012-09-26";8759;"Mega Loan";"East";""
823;"2012-10-22";2062;"Giga Loan";"North";"2012-12-10"
824;"2012-11-11";4099;"Super Loan";"East";""
825;"2012-12-31";4370;"Super Loan";"East";""
826;"2012-07-15";7094;"Super Loan";"South";"2012-11-03"
827;"2012-10-25";5469;"Giga Loan";"South";""
828;"2012-04-07";8246;"Super Loan";"South";"2012-06-15"
829;"2012-07-22";3541;"Giga Loan";"South";"2012-11-14"
830;"2012-03-08";8012;"Super Loan";"East";"2012-08-28"
831;"2012-08-17";7652;"Super Loan";"West";""
832;"2012-02-15";2632;"Super Loan";"East";""
833;"2012-02-27";2973;"Super Loan";"South";""
834;"2012-03-28";3907;"Mega Loan";"East";"2012-12-19"
835;"2012-07-05";8886;"Super Loan";"East";""
836;"2012-05-02";6969;"Giga Loan";"East";"2012-08-11"
837;"2012-02-15";7731;"Super Loan";"South";""
838;"2012-06-11";9339;"Super Loan";"North";"2012-12-17"
839;"2012-10-08";8186;"Super Loan";"East";""
840;"2012-01-31";4074;"Mega Loan";"South";"2012-10-14"
841;"2012-08-11";6655;"Giga Loan";"North";""
842;"2012-06-04";2326;"Giga Loan";"North";""
843;"2012-06-03";2476;"Mega Loan";"North";""
844;"2012-09-07";6463;"Giga Loan";"West";""
845;"2012-05-24";9664;"Super Loan";"North";"2012-12-02"
846;"2012-07-23";3962;"Mega Loan";"North";""
847;"2012-03-12";9015;"Super Loan";"West";""
848;"2012-04-24";9468;"Mega Loan";"North";""
849;"2012-06-14";3552;"Giga Loan";"North";"2012-10-01"
850;"2012-04-22";2923;"Giga Loan";"West";"2012-12-21"
851;"2012-08-07";8996;"Super Loan";"North";""
852;"2012-05-16";4573;"Giga Loan";"East";"2012-10-28"
853;"2012-09-15";1681;"Super Loan";"South";""
854;"2012-08-25";1058;"Mega Loan";"East";""
855;"2012-02-14";7672;"Giga Loan";"North";"2012-10-04"
856;"2012-03-29";5051;"Mega Loan";"North";""
857;"2012-05-05";7153;"Mega Loan";"North";"2012-10-11"
858;"2012-02-26";3140;"Super Loan";"North";"2012-10-19"
859;"2012-05-09";3297;"Giga Loan";"North";"2012-11-23"
860;"2012-09-28";9695;"Super Loan";"North";""
861;"2012-09-13";1152;"Giga Loan";"West";""
862;"2012-10-07";9950;"Mega Loan";"East";""
863;"2012-12-23";2326;"Super Loan";"West";""
864;"2012-03-30";3125;"Mega Loan";"South";""
865;"2012-08-15";3857;"Super Loan";"West";""
866;"2012-05-20";1212;"Super Loan";"East";""
867;"2012-03-08";9095;"Mega Loan";"East";"2012-10-19"
868;"2012-12-09";1588;"Mega Loan";"West";""
869;"2012-07-28";9552;"Giga Loan";"West";""
870;"2012-05-12";7281;"Mega Loan";"North";""
871;"2012-04-24";4662;"Super Loan";"West";""
872;"2012-06-02";6206;"Super Loan";"North";"2012-10-19"
873;"2012-04-08";8608;"Mega Loan";"East";"2012-09-07"
874;"2012-06-01";6139;"Giga Loan";"North";""
875;"2012-05-28";2668;"Giga Loan";"North";""
876;"2012-05-13";8271;"Mega Loan";"West";""
877;"2012-06-15";9101;"Super Loan";"East";"2012-07-10"
878;"2012-12-31";1683;"Mega Loan";"East";""
879;"2012-03-16";7738;"Mega Loan";"North";""
880;"2012-11-09";2653;"Mega Loan";"South";""
881;"2012-10-15";3607;"Mega Loan";"South";""
882;"2012-01-18";6734;"Giga Loan";"East";"2012-12-21"
883;"2012-12-29";6226;"Mega Loan";"East";""
884;"2012-11-10";4288;"Super Loan";"East";""
885;"2012-07-26";6793;"Giga Loan";"North";""
886;"2012-04-03";3898;"Mega Loan";"West";"2012-11-28"
887;"2012-10-28";8340;"Giga Loan";"West";""
888;"2012-07-13";3945;"Giga Loan";"East";""
889;"2012-03-28";6039;"Super Loan";"North";"2012-12-16"
890;"2012-09-16";1637;"Super Loan";"North";""
891;"2012-02-08";3639;"Giga Loan";"South";""
892;"2012-10-01";6191;"Mega Loan";"North";""
893;"2012-03-13";1586;"Mega Loan";"South";"2012-10-18"
894;"2012-12-26";4966;"Super Loan";"South";""
895;"2012-12-28";8317;"Giga Loan";"North";""
896;"2012-03-24";4444;"Giga Loan";"West";"2012-10-30"
897;"2012-01-31";5179;"Mega Loan";"East";""
898;"2012-10-01";7412;"Super Loan";"West";""
899;"2012-04-02";5032;"Mega Loan";"North";""
900;"2012-08-21";4730;"Giga Loan";"East";""
901;"2012-10-30";4693;"Super Loan";"North";""
902;"2012-09-11";8695;"Giga Loan";"North";""
903;"2012-07-24";9937;"Mega Loan";"West";""
904;"2012-09-28";3300;"Mega Loan";"South";""
905;"2012-03-04";4833;"Super Loan";"East";""
906;"2012-06-10";2605;"Mega Loan";"East";""
907;"2012-07-09";1571;"Super Loan";"South";""
908;"2012-10-30";3934;"Mega Loan";"North";""
909;"2012-12-09";3288;"Mega Loan";"West";""
910;"2012-02-13";8310;"Giga Loan";"North";"2012-12-08"
911;"2012-08-28";5587;"Giga Loan";"West";""
912;"2012-09-15";5895;"Giga Loan";"South";""
913;"2012-08-11";5043;"Giga Loan";"South";""
914;"2012-10-24";1812;"Mega Loan";"South";""
915;"2012-01-24";9184;"Giga Loan";"East";""
916;"2012-09-06";1836;"Super Loan";"West";""
917;"2012-05-05";4710;"Super Loan";"South";""
918;"2012-07-18";7524;"Mega Loan";"East";"2012-12-15"
919;"2012-08-07";4782;"Mega Loan";"South";""
920;"2012-09-13";9749;"Mega Loan";"North";""
921;"2012-09-26";8161;"Super Loan";"South";""
922;"2012-01-16";7422;"Mega Loan";"South";""
923;"2012-04-30";5940;"Giga Loan";"South";"2012-11-30"
924;"2012-12-20";8748;"Super Loan";"South";""
925;"2012-09-08";2387;"Giga Loan";"South";""
926;"2012-03-12";4257;"Mega Loan";"North";""
927;"2012-06-04";3191;"Mega Loan";"South";"2012-12-10"
928;"2012-01-31";6566;"Giga Loan";"East";""
929;"2012-05-09";1669;"Mega Loan";"North";""
930;"2012-11-24";7224;"Super Loan";"West";"2012-12-09"
931;"2012-05-06";1296;"Super Loan";"North";""
932;"2012-04-23";5362;"Super Loan";"East";""
933;"2012-12-14";5918;"Giga Loan";"North";""
934;"2012-08-03";1232;"Giga Loan";"North";""
935;"2012-02-21";7663;"Giga Loan";"East";"2012-05-21"
936;"2012-04-26";9751;"Mega Loan";"West";"2012-11-30"
937;"2012-06-05";2837;"Mega Loan";"South";"2012-08-19"
938;"2012-02-17";8234;"Super Loan";"North";"2012-10-14"
939;"2012-03-25";3684;"Giga Loan";"North";""
940;"2012-01-09";5126;"Super Loan";"West";"2012-12-01"
941;"2012-03-06";6543;"Giga Loan";"South";""
